filename,material,img_id,source,x,y,std,mean,bottom_mean,is_trash,cluster
1-45degree__08_x3328_y1280.png,1-45degree,08,1-45degree__08,3328,1280,37.39,108.31,106.88,False,
1-45degree__08_x3328_y1536.png,1-45degree,08,1-45degree__08,3328,1536,39.72,81.48,41.04,False,
1-45degree__08_x3328_y1792.png,1-45degree,08,1-45degree__08,3328,1792,23.87,26.01,17.03,False,
1-45degree__08_x3328_y2048.png,1-45degree,08,1-45degree__08,3328,2048,14.42,8.36,5.15,False,
1-45degree__08_x3328_y2304.png,1-45degree,08,1-45degree__08,3328,2304,9.72,3.97,2.99,True,
1-45degree__08_x3328_y256.png,1-45degree,08,1-45degree__08,3328,256,39.17,129.17,122.73,False,
1-45degree__08_x3328_y2560.png,1-45degree,08,1-45degree__08,3328,2560,9.94,3.18,1.4,True,
1-45degree__08_x3328_y512.png,1-45degree,08,1-45degree__08,3328,512,49.23,179.41,190.09,False,
1-45degree__08_x3328_y768.png,1-45degree,08,1-45degree__08,3328,768,39.18,166.08,148.62,False,
1-45degree__08_x3584_y0.png,1-45degree,08,1-45degree__08,3584,0,36.38,65.12,65.94,False,
1-45degree__08_x3584_y1024.png,1-45degree,08,1-45degree__08,3584,1024,38.91,172.55,168.54,False,
1-45degree__08_x3584_y1280.png,1-45degree,08,1-45degree__08,3584,1280,40.85,148.22,112.24,False,
1-45degree__08_x3584_y1536.png,1-45degree,08,1-45degree__08,3584,1536,34.94,69.89,43.61,False,
1-45degree__08_x3584_y1792.png,1-45degree,08,1-45degree__08,3584,1792,26.27,32.07,19.8,False,
1-45degree__08_x3584_y2048.png,1-45degree,08,1-45degree__08,3584,2048,16.45,11.62,6.96,False,
1-45degree__08_x3584_y2304.png,1-45degree,08,1-45degree__08,3584,2304,12.32,5.58,4.48,False,
1-45degree__08_x3584_y256.png,1-45degree,08,1-45degree__08,3584,256,45.25,80.49,69.56,False,
1-45degree__08_x3584_y512.png,1-45degree,08,1-45degree__08,3584,512,59.53,88.03,119.83,False,
1-45degree__08_x3584_y768.png,1-45degree,08,1-45degree__08,3584,768,49.79,180.41,179.07,False,
1-45degree__08_x3840_y0.png,1-45degree,08,1-45degree__08,3840,0,32.31,61.29,60.58,False,
1-45degree__08_x3840_y1024.png,1-45degree,08,1-45degree__08,3840,1024,36.32,191.01,194.83,False,
1-45degree__08_x3840_y1280.png,1-45degree,08,1-45degree__08,3840,1280,45.42,163.54,126.81,False,
1-45degree__08_x3840_y1536.png,1-45degree,08,1-45degree__08,3840,1536,39.29,103.35,81.03,False,
1-45degree__08_x3840_y1792.png,1-45degree,08,1-45degree__08,3840,1792,33.06,69.3,45.14,False,
1-45degree__08_x3840_y2048.png,1-45degree,08,1-45degree__08,3840,2048,24.24,25.02,10.79,False,
1-45degree__08_x3840_y2304.png,1-45degree,08,1-45degree__08,3840,2304,11.73,5.34,2.36,False,
1-45degree__08_x3840_y256.png,1-45degree,08,1-45degree__08,3840,256,36.46,63.36,84.05,False,
1-45degree__08_x3840_y512.png,1-45degree,08,1-45degree__08,3840,512,39.73,55.68,81.49,False,
1-45degree__08_x3840_y768.png,1-45degree,08,1-45degree__08,3840,768,51.52,149.94,177.02,False,
1-45degree__08_x512_y0.png,1-45degree,08,1-45degree__08,512,0,38.4,62.71,47.66,False,
1-45degree__08_x512_y1024.png,1-45degree,08,1-45degree__08,512,1024,38.76,124.74,105.58,False,
1-45degree__08_x512_y1280.png,1-45degree,08,1-45degree__08,512,1280,35.85,95.57,91.55,False,
1-45degree__08_x512_y1536.png,1-45degree,08,1-45degree__08,512,1536,33.59,83.54,77.63,False,
1-45degree__08_x512_y1792.png,1-45degree,08,1-45degree__08,512,1792,36.15,65.24,32.22,False,
1-45degree__08_x512_y2048.png,1-45degree,08,1-45degree__08,512,2048,20.45,14.72,9.77,False,
1-45degree__08_x512_y2304.png,1-45degree,08,1-45degree__08,512,2304,12.22,6.18,6.63,False,
1-45degree__08_x512_y256.png,1-45degree,08,1-45degree__08,512,256,65.74,109.67,157.29,False,
1-45degree__08_x512_y2560.png,1-45degree,08,1-45degree__08,512,2560,23.33,18.31,32.26,False,
1-45degree__08_x512_y512.png,1-45degree,08,1-45degree__08,512,512,37.24,152.51,151.04,False,
1-45degree__08_x512_y768.png,1-45degree,08,1-45degree__08,512,768,34.72,141.0,140.63,False,
1-45degree__08_x768_y0.png,1-45degree,08,1-45degree__08,768,0,56.79,101.06,149.4,False,
1-45degree__08_x768_y1024.png,1-45degree,08,1-45degree__08,768,1024,36.28,88.88,66.44,False,
1-45degree__08_x768_y1280.png,1-45degree,08,1-45degree__08,768,1280,31.13,62.75,67.62,False,
1-45degree__08_x768_y1536.png,1-45degree,08,1-45degree__08,768,1536,30.2,64.54,68.1,False,
1-45degree__08_x768_y1792.png,1-45degree,08,1-45degree__08,768,1792,31.84,83.62,84.72,False,
1-45degree__08_x768_y2048.png,1-45degree,08,1-45degree__08,768,2048,38.89,59.37,29.97,False,
1-45degree__08_x768_y2304.png,1-45degree,08,1-45degree__08,768,2304,26.63,26.71,38.96,False,
1-45degree__08_x768_y256.png,1-45degree,08,1-45degree__08,768,256,34.72,149.96,147.45,False,
1-45degree__08_x768_y2560.png,1-45degree,08,1-45degree__08,768,2560,27.42,28.79,26.55,False,
1-45degree__08_x768_y512.png,1-45degree,08,1-45degree__08,768,512,35.59,158.23,159.68,False,
1-45degree__08_x768_y768.png,1-45degree,08,1-45degree__08,768,768,36.05,139.7,128.16,False,
1-45degree__09_x0_y0.png,1-45degree,09,1-45degree__09,0,0,48.0,51.2,20.42,False,
1-45degree__09_x0_y1024.png,1-45degree,09,1-45degree__09,0,1024,19.77,12.28,15.24,False,
1-45degree__09_x0_y1280.png,1-45degree,09,1-45degree__09,0,1280,29.97,26.02,32.45,False,
1-45degree__09_x0_y1536.png,1-45degree,09,1-45degree__09,0,1536,25.63,21.9,23.46,False,
1-45degree__09_x0_y1792.png,1-45degree,09,1-45degree__09,0,1792,34.66,38.26,34.74,False,
1-45degree__09_x0_y2048.png,1-45degree,09,1-45degree__09,0,2048,64.38,86.48,112.24,False,
1-45degree__09_x0_y2304.png,1-45degree,09,1-45degree__09,0,2304,56.73,98.04,70.68,False,
1-45degree__09_x0_y256.png,1-45degree,09,1-45degree__09,0,256,19.81,8.14,14.49,False,
1-45degree__09_x0_y2560.png,1-45degree,09,1-45degree__09,0,2560,36.84,26.84,3.65,False,
1-45degree__09_x0_y2816.png,1-45degree,09,1-45degree__09,0,2816,28.42,17.14,32.17,False,
1-45degree__09_x0_y3072.png,1-45degree,09,1-45degree__09,0,3072,37.14,43.06,55.27,False,
1-45degree__09_x0_y3328.png,1-45degree,09,1-45degree__09,0,3328,35.31,43.4,29.93,False,
1-45degree__09_x0_y3584.png,1-45degree,09,1-45degree__09,0,3584,33.29,38.67,42.89,False,
1-45degree__09_x0_y3840.png,1-45degree,09,1-45degree__09,0,3840,34.04,44.58,35.33,False,
1-45degree__09_x0_y512.png,1-45degree,09,1-45degree__09,0,512,63.91,62.72,128.66,False,
1-45degree__09_x0_y768.png,1-45degree,09,1-45degree__09,0,768,54.65,118.34,59.74,False,
1-45degree__09_x1024_y0.png,1-45degree,09,1-45degree__09,1024,0,37.57,59.14,57.99,False,
1-45degree__09_x1024_y1024.png,1-45degree,09,1-45degree__09,1024,1024,38.33,60.17,69.86,False,
1-45degree__09_x1024_y1280.png,1-45degree,09,1-45degree__09,1024,1280,53.05,56.6,17.11,False,
1-45degree__09_x1024_y1536.png,1-45degree,09,1-45degree__09,1024,1536,22.73,9.79,4.5,False,
1-45degree__09_x1024_y1792.png,1-45degree,09,1-45degree__09,1024,1792,24.9,12.12,40.24,False,
1-45degree__09_x1024_y2048.png,1-45degree,09,1-45degree__09,1024,2048,34.06,43.17,47.41,False,
1-45degree__09_x1024_y2304.png,1-45degree,09,1-45degree__09,1024,2304,40.12,63.53,64.08,False,
1-45degree__09_x1024_y256.png,1-45degree,09,1-45degree__09,1024,256,61.98,110.8,120.92,False,
1-45degree__09_x1024_y2560.png,1-45degree,09,1-45degree__09,1024,2560,42.64,52.51,83.13,False,
1-45degree__09_x1024_y2816.png,1-45degree,09,1-45degree__09,1024,2816,55.29,126.81,88.65,False,
1-45degree__09_x1024_y3072.png,1-45degree,09,1-45degree__09,1024,3072,36.92,67.29,64.54,False,
1-45degree__09_x1024_y3328.png,1-45degree,09,1-45degree__09,1024,3328,33.09,42.61,40.32,False,
1-45degree__09_x1024_y3584.png,1-45degree,09,1-45degree__09,1024,3584,66.18,81.55,141.39,False,
1-45degree__09_x1024_y3840.png,1-45degree,09,1-45degree__09,1024,3840,76.74,78.61,12.06,False,
1-45degree__09_x1024_y512.png,1-45degree,09,1-45degree__09,1024,512,39.52,70.44,55.99,False,
1-45degree__09_x1024_y768.png,1-45degree,09,1-45degree__09,1024,768,32.41,49.58,54.21,False,
1-45degree__09_x1280_y0.png,1-45degree,09,1-45degree__09,1280,0,32.86,38.19,54.89,False,
1-45degree__09_x1280_y1024.png,1-45degree,09,1-45degree__09,1280,1024,43.16,65.93,53.59,False,
1-45degree__09_x1280_y1280.png,1-45degree,09,1-45degree__09,1280,1280,35.16,28.95,20.08,False,
1-45degree__09_x1280_y1536.png,1-45degree,09,1-45degree__09,1280,1536,19.45,9.52,2.73,False,
1-45degree__09_x1280_y1792.png,1-45degree,09,1-45degree__09,1280,1792,27.97,20.58,42.98,False,
1-45degree__09_x1280_y2048.png,1-45degree,09,1-45degree__09,1280,2048,36.97,43.53,42.36,False,
1-45degree__09_x1280_y2304.png,1-45degree,09,1-45degree__09,1280,2304,39.29,56.66,61.89,False,
1-45degree__09_x1280_y256.png,1-45degree,09,1-45degree__09,1280,256,49.2,66.33,79.8,False,
1-45degree__09_x1280_y2560.png,1-45degree,09,1-45degree__09,1280,2560,38.53,55.13,37.09,False,
1-45degree__09_x1280_y2816.png,1-45degree,09,1-45degree__09,1280,2816,64.41,104.98,127.21,False,
1-45degree__09_x1280_y3072.png,1-45degree,09,1-45degree__09,1280,3072,43.77,82.92,53.49,False,
1-45degree__09_x1280_y3328.png,1-45degree,09,1-45degree__09,1280,3328,40.74,59.96,61.38,False,
1-45degree__09_x1280_y3584.png,1-45degree,09,1-45degree__09,1280,3584,48.22,61.92,56.49,False,
1-45degree__09_x1280_y3840.png,1-45degree,09,1-45degree__09,1280,3840,35.35,26.27,8.09,False,
1-45degree__09_x1280_y512.png,1-45degree,09,1-45degree__09,1280,512,51.71,104.19,93.97,False,
1-45degree__09_x1280_y768.png,1-45degree,09,1-45degree__09,1280,768,40.17,69.99,79.2,False,
1-45degree__09_x1536_y0.png,1-45degree,09,1-45degree__09,1536,0,42.84,59.46,41.51,False,
1-45degree__09_x1536_y1024.png,1-45degree,09,1-45degree__09,1536,1024,40.9,49.84,22.86,False,
1-45degree__09_x1536_y1280.png,1-45degree,09,1-45degree__09,1536,1280,16.25,8.15,2.08,False,
1-45degree__09_x1536_y1536.png,1-45degree,09,1-45degree__09,1536,1536,49.04,40.19,58.1,False,
1-45degree__09_x1536_y1792.png,1-45degree,09,1-45degree__09,1536,1792,33.35,36.03,32.44,False,
1-45degree__09_x1536_y2048.png,1-45degree,09,1-45degree__09,1536,2048,34.59,43.51,42.76,False,
1-45degree__09_x1536_y2304.png,1-45degree,09,1-45degree__09,1536,2304,36.26,47.37,54.27,False,
1-45degree__09_x1536_y256.png,1-45degree,09,1-45degree__09,1536,256,30.53,29.0,15.98,False,
1-45degree__09_x1536_y2560.png,1-45degree,09,1-45degree__09,1536,2560,35.19,39.75,42.39,False,
1-45degree__09_x1536_y2816.png,1-45degree,09,1-45degree__09,1536,2816,50.33,64.77,98.83,False,
1-45degree__09_x1536_y3072.png,1-45degree,09,1-45degree__09,1536,3072,48.85,114.35,94.79,False,
1-45degree__09_x1536_y3328.png,1-45degree,09,1-45degree__09,1536,3328,44.55,55.34,23.21,False,
1-45degree__09_x1536_y3584.png,1-45degree,09,1-45degree__09,1536,3584,70.04,58.95,50.72,False,
1-45degree__09_x1536_y3840.png,1-45degree,09,1-45degree__09,1536,3840,53.19,25.9,40.33,False,
1-45degree__09_x1536_y512.png,1-45degree,09,1-45degree__09,1536,512,68.29,93.83,150.21,False,
1-45degree__09_x1536_y768.png,1-45degree,09,1-45degree__09,1536,768,50.11,128.45,105.89,False,
1-45degree__09_x1792_y0.png,1-45degree,09,1-45degree__09,1792,0,38.76,35.86,35.5,False,
1-45degree__09_x1792_y1024.png,1-45degree,09,1-45degree__09,1792,1024,45.25,40.07,31.52,False,
1-45degree__09_x1792_y1280.png,1-45degree,09,1-45degree__09,1792,1280,37.31,28.74,41.73,False,
1-45degree__09_x1792_y1536.png,1-45degree,09,1-45degree__09,1792,1536,38.9,47.17,38.36,False,
1-45degree__09_x1792_y1792.png,1-45degree,09,1-45degree__09,1792,1792,38.48,41.14,48.05,False,
1-45degree__09_x1792_y2048.png,1-45degree,09,1-45degree__09,1792,2048,36.51,40.9,28.45,False,
1-45degree__09_x1792_y2304.png,1-45degree,09,1-45degree__09,1792,2304,31.82,29.67,24.47,False,
1-45degree__09_x1792_y256.png,1-45degree,09,1-45degree__09,1792,256,27.73,21.77,23.26,False,
1-45degree__09_x1792_y2560.png,1-45degree,09,1-45degree__09,1792,2560,28.02,25.3,28.75,False,
1-45degree__09_x1792_y2816.png,1-45degree,09,1-45degree__09,1792,2816,35.58,40.67,59.4,False,
1-45degree__09_x1792_y3072.png,1-45degree,09,1-45degree__09,1792,3072,59.65,90.84,77.53,False,
1-45degree__09_x1792_y3328.png,1-45degree,09,1-45degree__09,1792,3328,44.67,83.46,74.4,False,
1-45degree__09_x1792_y3584.png,1-45degree,09,1-45degree__09,1792,3584,43.47,43.8,18.99,False,
1-45degree__09_x1792_y3840.png,1-45degree,09,1-45degree__09,1792,3840,17.1,5.33,3.66,False,
1-45degree__09_x1792_y512.png,1-45degree,09,1-45degree__09,1792,512,36.6,39.93,58.64,False,
1-45degree__09_x1792_y768.png,1-45degree,09,1-45degree__09,1792,768,49.28,63.55,51.7,False,
1-45degree__09_x2048_y0.png,1-45degree,09,1-45degree__09,2048,0,13.21,5.9,4.38,False,
1-45degree__09_x2048_y1024.png,1-45degree,09,1-45degree__09,2048,1024,41.81,55.67,44.75,False,
1-45degree__09_x2048_y1280.png,1-45degree,09,1-45degree__09,2048,1280,39.84,53.56,41.07,False,
1-45degree__09_x2048_y1536.png,1-45degree,09,1-45degree__09,2048,1536,42.19,52.72,77.21,False,
1-45degree__09_x2048_y1792.png,1-45degree,09,1-45degree__09,2048,1792,48.39,106.41,97.19,False,
1-45degree__09_x2048_y2048.png,1-45degree,09,1-45degree__09,2048,2048,44.56,74.7,31.92,False,
1-45degree__09_x2048_y2304.png,1-45degree,09,1-45degree__09,2048,2304,26.51,15.63,1.41,False,
1-45degree__09_x2048_y256.png,1-45degree,09,1-45degree__09,2048,256,11.01,4.02,5.69,False,
1-45degree__09_x2048_y2560.png,1-45degree,09,1-45degree__09,2048,2560,9.42,2.7,7.39,True,
1-45degree__09_x2048_y2816.png,1-45degree,09,1-45degree__09,2048,2816,31.69,29.39,48.51,False,
1-45degree__09_x2048_y3072.png,1-45degree,09,1-45degree__09,2048,3072,56.1,129.5,131.62,False,
1-45degree__09_x2048_y3328.png,1-45degree,09,1-45degree__09,2048,3328,42.73,107.02,114.25,False,
1-45degree__09_x2048_y3584.png,1-45degree,09,1-45degree__09,2048,3584,43.56,89.71,77.52,False,
1-45degree__09_x2048_y3840.png,1-45degree,09,1-45degree__09,2048,3840,44.73,33.57,1.23,False,
1-45degree__09_x2048_y512.png,1-45degree,09,1-45degree__09,2048,512,36.63,28.24,49.04,False,
1-45degree__09_x2048_y768.png,1-45degree,09,1-45degree__09,2048,768,38.64,46.81,57.35,False,
1-45degree__09_x2304_y0.png,1-45degree,09,1-45degree__09,2304,0,35.88,26.88,3.17,False,
1-45degree__09_x2304_y1024.png,1-45degree,09,1-45degree__09,2304,1024,40.11,53.52,57.38,False,
1-45degree__09_x2304_y1280.png,1-45degree,09,1-45degree__09,2304,1280,38.86,50.55,63.32,False,
1-45degree__09_x2304_y1536.png,1-45degree,09,1-45degree__09,2304,1536,50.23,99.95,91.76,False,
1-45degree__09_x2304_y1792.png,1-45degree,09,1-45degree__09,2304,1792,38.15,67.3,60.31,False,
1-45degree__09_x2304_y2048.png,1-45degree,09,1-45degree__09,2304,2048,40.43,65.43,61.11,False,
1-45degree__09_x2304_y2304.png,1-45degree,09,1-45degree__09,2304,2304,41.53,27.2,2.85,False,
1-45degree__09_x2304_y256.png,1-45degree,09,1-45degree__09,2304,256,14.61,4.54,19.78,False,
1-45degree__09_x2304_y2560.png,1-45degree,09,1-45degree__09,2304,2560,5.06,0.99,0.19,True,
1-45degree__09_x2304_y2816.png,1-45degree,09,1-45degree__09,2304,2816,78.22,76.41,154.06,False,
1-45degree__09_x2304_y3072.png,1-45degree,09,1-45degree__09,2304,3072,45.09,152.89,155.0,False,
1-45degree__09_x2304_y3328.png,1-45degree,09,1-45degree__09,2304,3328,45.1,167.44,139.71,False,
1-45degree__09_x2304_y3584.png,1-45degree,09,1-45degree__09,2304,3584,40.71,122.31,118.94,False,
1-45degree__09_x2304_y3840.png,1-45degree,09,1-45degree__09,2304,3840,45.31,67.66,48.28,False,
1-45degree__09_x2304_y512.png,1-45degree,09,1-45degree__09,2304,512,43.13,47.64,25.8,False,
1-45degree__09_x2304_y768.png,1-45degree,09,1-45degree__09,2304,768,46.76,54.06,67.58,False,
1-45degree__09_x2560_y0.png,1-45degree,09,1-45degree__09,2560,0,45.04,48.55,24.49,False,
1-45degree__09_x2560_y1024.png,1-45degree,09,1-45degree__09,2560,1024,40.25,61.82,58.81,False,
1-45degree__09_x2560_y1280.png,1-45degree,09,1-45degree__09,2560,1280,61.3,82.69,147.26,False,
1-45degree__09_x2560_y1536.png,1-45degree,09,1-45degree__09,2560,1536,44.11,89.28,60.94,False,
1-45degree__09_x2560_y1792.png,1-45degree,09,1-45degree__09,2560,1792,33.82,50.18,52.35,False,
1-45degree__09_x2560_y2048.png,1-45degree,09,1-45degree__09,2560,2048,38.94,61.54,51.03,False,
1-45degree__09_x2560_y2304.png,1-45degree,09,1-45degree__09,2560,2304,53.62,81.28,61.13,False,
1-45degree__09_x2560_y256.png,1-45degree,09,1-45degree__09,2560,256,19.71,9.36,0.01,False,
1-45degree__09_x2560_y2560.png,1-45degree,09,1-45degree__09,2560,2560,45.03,28.21,20.21,False,
1-45degree__09_x2560_y2816.png,1-45degree,09,1-45degree__09,2560,2816,77.16,166.01,206.86,True,
1-45degree__09_x2560_y3072.png,1-45degree,09,1-45degree__09,2560,3072,66.09,150.63,91.96,False,
1-45degree__09_x2560_y3328.png,1-45degree,09,1-45degree__09,2560,3328,73.81,139.79,130.76,False,
1-45degree__09_x2560_y3584.png,1-45degree,09,1-45degree__09,2560,3584,40.28,109.56,100.44,False,
1-45degree__09_x2560_y3840.png,1-45degree,09,1-45degree__09,2560,3840,46.56,95.63,67.42,False,
1-45degree__09_x2560_y512.png,1-45degree,09,1-45degree__09,2560,512,32.68,23.88,32.02,False,
1-45degree__09_x2560_y768.png,1-45degree,09,1-45degree__09,2560,768,41.35,54.05,78.82,False,
1-45degree__09_x256_y0.png,1-45degree,09,1-45degree__09,256,0,42.33,45.67,45.99,False,
1-45degree__09_x256_y1024.png,1-45degree,09,1-45degree__09,256,1024,47.98,52.59,22.45,False,
1-45degree__09_x256_y1280.png,1-45degree,09,1-45degree__09,256,1280,20.34,10.9,5.69,False,
1-45degree__09_x256_y1536.png,1-45degree,09,1-45degree__09,256,1536,16.64,8.36,11.87,False,
1-45degree__09_x256_y1792.png,1-45degree,09,1-45degree__09,256,1792,29.93,28.24,23.19,False,
1-45degree__09_x256_y2048.png,1-45degree,09,1-45degree__09,256,2048,35.59,43.92,40.33,False,
1-45degree__09_x256_y2304.png,1-45degree,09,1-45degree__09,256,2304,37.93,40.94,25.29,False,
1-45degree__09_x256_y256.png,1-45degree,09,1-45degree__09,256,256,39.05,53.47,49.66,False,
1-45degree__09_x256_y2560.png,1-45degree,09,1-45degree__09,256,2560,39.23,35.7,45.18,False,
1-45degree__09_x256_y2816.png,1-45degree,09,1-45degree__09,256,2816,39.93,53.58,41.29,False,
1-45degree__09_x256_y3072.png,1-45degree,09,1-45degree__09,256,3072,51.74,63.07,109.43,False,
1-45degree__09_x256_y3328.png,1-45degree,09,1-45degree__09,256,3328,55.89,87.17,46.48,False,
1-45degree__09_x256_y3584.png,1-45degree,09,1-45degree__09,256,3584,31.79,25.35,11.13,False,
1-45degree__09_x256_y3840.png,1-45degree,09,1-45degree__09,256,3840,22.41,14.01,17.08,False,
1-45degree__09_x256_y512.png,1-45degree,09,1-45degree__09,256,512,65.57,86.7,165.99,False,
1-45degree__09_x256_y768.png,1-45degree,09,1-45degree__09,256,768,45.92,129.07,103.82,False,
1-45degree__09_x2816_y0.png,1-45degree,09,1-45degree__09,2816,0,23.36,14.24,8.99,False,
1-45degree__09_x2816_y1024.png,1-45degree,09,1-45degree__09,2816,1024,41.05,59.18,63.71,False,
1-45degree__09_x2816_y1280.png,1-45degree,09,1-45degree__09,2816,1280,66.77,79.04,132.65,False,
1-45degree__09_x2816_y1536.png,1-45degree,09,1-45degree__09,2816,1536,54.53,102.87,58.52,False,
1-45degree__09_x2816_y1792.png,1-45degree,09,1-45degree__09,2816,1792,38.45,57.98,55.96,False,
1-45degree__09_x2816_y2048.png,1-45degree,09,1-45degree__09,2816,2048,44.1,69.12,100.14,False,
1-45degree__09_x2816_y2304.png,1-45degree,09,1-45degree__09,2816,2304,74.64,100.56,53.88,False,
1-45degree__09_x2816_y256.png,1-45degree,09,1-45degree__09,2816,256,9.89,3.05,1.69,True,
1-45degree__09_x2816_y2560.png,1-45degree,09,1-45degree__09,2816,2560,93.52,85.92,34.9,False,
1-45degree__09_x2816_y2816.png,1-45degree,09,1-45degree__09,2816,2816,91.89,143.31,108.83,False,
1-45degree__09_x2816_y3072.png,1-45degree,09,1-45degree__09,2816,3072,55.09,56.75,29.34,False,
1-45degree__09_x2816_y3328.png,1-45degree,09,1-45degree__09,2816,3328,50.95,44.67,46.99,False,
1-45degree__09_x2816_y3584.png,1-45degree,09,1-45degree__09,2816,3584,44.87,49.57,42.37,False,
1-45degree__09_x2816_y3840.png,1-45degree,09,1-45degree__09,2816,3840,39.51,47.93,55.35,False,
1-45degree__09_x2816_y512.png,1-45degree,09,1-45degree__09,2816,512,36.65,38.76,31.35,False,
1-45degree__09_x2816_y768.png,1-45degree,09,1-45degree__09,2816,768,40.12,59.21,82.43,False,
1-45degree__09_x3072_y0.png,1-45degree,09,1-45degree__09,3072,0,24.31,9.89,2.04,False,
1-45degree__09_x3072_y1024.png,1-45degree,09,1-45degree__09,3072,1024,37.96,50.72,36.51,False,
1-45degree__09_x3072_y1280.png,1-45degree,09,1-45degree__09,3072,1280,32.97,35.56,37.94,False,
1-45degree__09_x3072_y1536.png,1-45degree,09,1-45degree__09,3072,1536,76.21,135.39,131.05,False,
1-45degree__09_x3072_y1792.png,1-45degree,09,1-45degree__09,3072,1792,64.87,102.74,82.26,False,
1-45degree__09_x3072_y2048.png,1-45degree,09,1-45degree__09,3072,2048,53.93,65.8,73.13,False,
1-45degree__09_x3072_y2304.png,1-45degree,09,1-45degree__09,3072,2304,72.53,109.08,113.29,False,
1-45degree__09_x3072_y256.png,1-45degree,09,1-45degree__09,3072,256,27.86,16.77,24.9,False,
1-45degree__09_x3072_y2560.png,1-45degree,09,1-45degree__09,3072,2560,69.3,74.81,0.06,False,
1-45degree__09_x3072_y2816.png,1-45degree,09,1-45degree__09,3072,2816,21.76,9.87,21.72,False,
1-45degree__09_x3072_y3072.png,1-45degree,09,1-45degree__09,3072,3072,34.18,36.16,42.44,False,
1-45degree__09_x3072_y3328.png,1-45degree,09,1-45degree__09,3072,3328,38.37,44.17,43.77,False,
1-45degree__09_x3072_y3584.png,1-45degree,09,1-45degree__09,3072,3584,39.62,64.33,78.11,False,
1-45degree__09_x3072_y3840.png,1-45degree,09,1-45degree__09,3072,3840,43.23,66.26,60.09,False,
1-45degree__09_x3072_y512.png,1-45degree,09,1-45degree__09,3072,512,32.08,35.78,47.79,False,
1-45degree__09_x3072_y768.png,1-45degree,09,1-45degree__09,3072,768,40.45,58.76,63.24,False,
1-45degree__09_x3328_y0.png,1-45degree,09,1-45degree__09,3328,0,29.75,20.0,38.4,False,
1-45degree__09_x3328_y1024.png,1-45degree,09,1-45degree__09,3328,1024,60.67,132.79,90.17,False,
1-45degree__09_x3328_y1280.png,1-45degree,09,1-45degree__09,3328,1280,40.77,34.43,6.98,False,
1-45degree__09_x3328_y1536.png,1-45degree,09,1-45degree__09,3328,1536,76.73,117.3,51.47,False,
1-45degree__09_x3328_y1792.png,1-45degree,09,1-45degree__09,3328,1792,85.66,141.01,147.24,False,
1-45degree__09_x3328_y2048.png,1-45degree,09,1-45degree__09,3328,2048,77.25,144.76,188.98,False,
1-45degree__09_x3328_y2304.png,1-45degree,09,1-45degree__09,3328,2304,66.8,128.42,114.58,False,
1-45degree__09_x3328_y256.png,1-45degree,09,1-45degree__09,3328,256,30.93,32.52,37.3,False,
1-45degree__09_x3328_y2560.png,1-45degree,09,1-45degree__09,3328,2560,78.57,113.52,3.01,False,
1-45degree__09_x3328_y2816.png,1-45degree,09,1-45degree__09,3328,2816,33.04,23.33,45.67,False,
1-45degree__09_x3328_y3072.png,1-45degree,09,1-45degree__09,3328,3072,43.88,54.79,55.76,False,
1-45degree__09_x3328_y3328.png,1-45degree,09,1-45degree__09,3328,3328,39.37,63.62,80.8,False,
1-45degree__09_x3328_y3584.png,1-45degree,09,1-45degree__09,3328,3584,51.76,75.41,53.83,False,
1-45degree__09_x3328_y3840.png,1-45degree,09,1-45degree__09,3328,3840,37.28,47.14,68.46,False,
1-45degree__09_x3328_y512.png,1-45degree,09,1-45degree__09,3328,512,35.13,47.88,34.64,False,
1-45degree__09_x3328_y768.png,1-45degree,09,1-45degree__09,3328,768,40.78,46.11,93.23,False,
1-45degree__09_x3584_y0.png,1-45degree,09,1-45degree__09,3584,0,34.55,39.07,36.03,False,
1-45degree__09_x3584_y1024.png,1-45degree,09,1-45degree__09,3584,1024,51.84,86.12,83.37,False,
1-45degree__09_x3584_y1280.png,1-45degree,09,1-45degree__09,3584,1280,43.28,55.37,51.91,False,
1-45degree__09_x3584_y1536.png,1-45degree,09,1-45degree__09,3584,1536,86.27,104.56,2.07,False,
1-45degree__09_x3584_y1792.png,1-45degree,09,1-45degree__09,3584,1792,71.74,48.33,142.58,False,
1-45degree__09_x3584_y2048.png,1-45degree,09,1-45degree__09,3584,2048,80.76,169.73,109.52,False,
1-45degree__09_x3584_y2304.png,1-45degree,09,1-45degree__09,3584,2304,59.78,56.74,29.25,False,
1-45degree__09_x3584_y256.png,1-45degree,09,1-45degree__09,3584,256,40.3,49.72,80.0,False,
1-45degree__09_x3584_y2560.png,1-45degree,09,1-45degree__09,3584,2560,40.53,44.57,43.79,False,
1-45degree__09_x3584_y2816.png,1-45degree,09,1-45degree__09,3584,2816,40.66,51.72,42.49,False,
1-45degree__09_x3584_y3072.png,1-45degree,09,1-45degree__09,3584,3072,46.29,68.7,112.55,False,
1-45degree__09_x3584_y3328.png,1-45degree,09,1-45degree__09,3584,3328,44.87,76.11,56.7,False,
1-45degree__09_x3584_y3584.png,1-45degree,09,1-45degree__09,3584,3584,37.23,34.78,35.03,False,
1-45degree__09_x3584_y3840.png,1-45degree,09,1-45degree__09,3584,3840,37.99,46.47,73.64,False,
1-45degree__09_x3584_y512.png,1-45degree,09,1-45degree__09,3584,512,50.53,86.63,62.92,False,
